model_name,config_id,seed,split_id,train_profiles,test_profile,temperature,metric_name,metric_value,notes,ablation_group,feature_set,input_dim,result_prefix,run_status,evidence_scope
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,1,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,25.0,feature_ablation_mae_pct,1.9866842533986573,feature ablation 3-seed reproduction: G6 without current/absolute-current EMA,G7,paper_g7_no_current_ema,15,paperdef_featabl_paper_g7_no_current_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,1,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,45.0,feature_ablation_mae_pct,0.3294668719075942,feature ablation 3-seed reproduction: G6 without current/absolute-current EMA,G7,paper_g7_no_current_ema,15,paperdef_featabl_paper_g7_no_current_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,0.0,feature_ablation_mae_pct,0.4549350766173849,feature ablation 3-seed reproduction: G6 without current/absolute-current EMA,G7,paper_g7_no_current_ema,15,paperdef_featabl_paper_g7_no_current_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,25.0,feature_ablation_mae_pct,1.9982932691911768,feature ablation 3-seed reproduction: G6 without current/absolute-current EMA,G7,paper_g7_no_current_ema,15,paperdef_featabl_paper_g7_no_current_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,45.0,feature_ablation_mae_pct,0.3459050307941527,feature ablation 3-seed reproduction: G6 without current/absolute-current EMA,G7,paper_g7_no_current_ema,15,paperdef_featabl_paper_g7_no_current_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,0,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,0.0,feature_ablation_mae_pct,0.6375631441312637,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed0_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,0,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,25.0,feature_ablation_mae_pct,0.9526745776254436,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed0_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,0,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,45.0,feature_ablation_mae_pct,0.2592519547352985,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed0_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,1,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,0.0,feature_ablation_mae_pct,0.6859394056897253,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,1,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,25.0,feature_ablation_mae_pct,0.4438060139396382,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,1,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,45.0,feature_ablation_mae_pct,0.1350406204324791,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,0.0,feature_ablation_mae_pct,0.5481300047402254,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,25.0,feature_ablation_mae_pct,0.4805007663572395,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
anchor_residual_tcn,nmc_alltemp25_strict_nocc_W08A12_alltemps_noval_w0_0p8_anchor_l12a01_e160,2,train_0_25_45_DST_US06_BJDST__test_FUDS_0_25_45__fixed_epoch160,"DST,US06,BJDST",FUDS,45.0,feature_ablation_mae_pct,0.1575959694656341,feature ablation 3-seed reproduction: G6 without voltage EMA,G8,paper_g8_no_voltage_ema,17,paperdef_featabl_paper_g8_no_voltage_ema_seed12_e160,DONE,3-seed reproduction
